X, Y, Z
5, 18243, 54783;
49, 194, 5388;
60, 26434, 86506;
1, 11324, 33978;
11, 21015, 63291;
61, 695, 9531;
54, 8787, 32197;
39, 6936, 23854;
67, 20219, 69639;
96, 10531, 50029;
33, 21386, 66340;
22, 1435, 5277;
74, 6454, 30318;
77, 19355, 69927;
83, 1396, 17970;
62, 26452, 87048;
43, 20926, 66480;
13, 24536, 73950;
34, 4244, 15048;
86, 23110, 84126;
97, 961, 21705;
63, 14183, 50491;
67, 10207, 39603;
72, 6985, 31327;
78, 6429, 31459;
66, 6185, 27271;
10, 13632, 41100;
0, 150, 454;
45, 7912, 27790;
43, 9428, 31986;
44, 1557, 8547;
93, 2639, 25219;
0, 23017, 69055;
80, 5488, 29268;
21, 18352, 55942;
28, 3301, 11475;
19, 11037, 33837;
86, 16347, 63837;
26, 21462, 65742;
22, 19903, 60681;
31, 17460, 54306;
68, 28742, 95478;
23, 19779, 60399;
46, 6042, 22362;
40, 11281, 37047;
82, 4534, 27054;
46, 3109, 13563;
70, 16659, 59781;
0, 4941, 14827;
67, 9860, 38562;
22, 23197, 70563;
89, 16990, 66816;
58, 900, 9432;
87, 4317, 28093;
70, 321, 10767;
75, 9667, 40255;
87, 7622, 38008;
53, 11074, 38844;
8, 9116, 27480;
21, 18460, 56266;
60, 19256, 64972;
66, 12553, 46375;
42, 27820, 86992;
16, 26969, 81423;
38, 25968, 80796;
56, 426, 7554;
72, 2915, 19117;
55, 3324, 16026;
97, 20749, 81069;
48, 29491, 93085;
31, 2551, 9579;
94, 10909, 50403;
78, 10077, 42403;
69, 5861, 27109;
88, 13394, 55674;
96, 11879, 54073;
44, 15077, 49107;
31, 101, 2229;
75, 28851, 97807;
73, 18841, 67185;
19, 27612, 83562;
97, 15932, 66618;
21, 4107, 13207;
88, 4870, 30102;
96, 19632, 77332;
58, 934, 9534;
30, 4240, 14524;
27, 613, 3301;
79, 5760, 29766;
64, 21751, 73449;
44, 28525, 89451;
26, 1426, 5634;
5, 28064, 84246;
77, 9761, 41145;
14, 21824, 65868;
92, 18203, 71541;
86, 233, 15495;
68, 2160, 15732;
13, 4763, 14631;
34, 3779, 13653;
25, 14374, 44376;
2, 13054, 39174;
15, 27781, 83797;
38, 15347, 48933;
3, 21688, 65086;
18, 23359, 70729;
83, 14582, 57528;
81, 29044, 100258;
63, 2546, 15580;
40, 23927, 74985;
46, 19294, 62118;
81, 23334, 83128;
24, 1965, 7051;
19, 13630, 41616;
17, 12574, 38304;
56, 20092, 66552;
22, 5110, 16302;
63, 17923, 61711;
53, 15884, 53274;
35, 15102, 47760;
5, 2651, 8007;
11, 29574, 88968;
70, 26868, 90408;
16, 27334, 82518;
45, 27234, 85756;
20, 2653, 8763;
24, 738, 3370;
56, 4867, 20877;
93, 22562, 84988;
92, 832, 19428;
93, 2153, 23761;
98, 13434, 59514;
35, 5288, 18318;
56, 21885, 71931;
41, 9264, 31158;
82, 19455, 71817;
50, 26755, 85269;
87, 15252, 60898;
56, 19311, 64209;
99, 21248, 83350;
88, 7545, 38127;
49, 28572, 90522;
52, 29798, 94806;
21, 4091, 13159;
24, 21248, 64900;
33, 22988, 71146;
88, 2278, 22326;
52, 14082, 47658;
53, 8901, 32325;
63, 20019, 67999;
26, 12790, 39726;
55, 23102, 75360;
37, 5416, 18990;
90, 9521, 44767;
54, 8304, 30748;
46, 10858, 36810;
67, 26045, 87117;
91, 9212, 44202;
93, 19809, 76729;
92, 1876, 22560;
58, 6093, 25011;
53, 13596, 46410;
75, 11420, 45514;
62, 24671, 81705;
39, 23252, 72802;
99, 28910, 106336;
21, 28264, 85678;
10, 25859, 77781;
47, 16129, 52809;
97, 245, 19557;
0, 7165, 21499;
93, 1355, 21367;
31, 14776, 46254;
42, 4676, 17560;
0, 1035, 3109;
70, 16982, 60750;
74, 1251, 14709;
60, 14886, 51862;
53, 516, 7170;
84, 20183, 74665;
31, 3421, 12189;
76, 21110, 74886;
54, 21645, 70771;
24, 2662, 9142;
27, 21398, 65656;
82, 18487, 68913;
17, 26145, 79017;
20, 3053, 9963;
3, 17394, 52204;
99, 1038, 22720;
52, 3437, 15723;
69, 7755, 32791;
29, 345, 2721;
61, 27827, 90927;
75, 16357, 60325;
26, 13492, 41832;
2, 16104, 48324;
5, 23443, 70383;
84, 21357, 78187;
19, 20798, 63120;
6, 29807, 89497;
87, 2353, 22201;
58, 6881, 27375;
59, 1382, 11112;
48, 25330, 80602;
56, 27568, 88980;
82, 21134, 76854;
54, 3193, 15415;
82, 26920, 94212;
30, 9354, 29866;
53, 23735, 76827;
44, 22588, 71640;
74, 10238, 41670;
32, 18701, 58155;
91, 19985, 76521;
32, 5445, 18387;
80, 485, 14259;
50, 1449, 9351;
26, 19015, 58401;
90, 8591, 41977;
6, 10560, 31756;
7, 20579, 61839;
17, 12407, 37803;
38, 4649, 16839;
6, 8455, 25441;
74, 3445, 21291;
90, 6066, 34402;
74, 5048, 26100;
71, 13606, 50904;
32, 11179, 35589;
44, 7040, 24996;
88, 6897, 36183;
56, 25871, 83889;
45, 13048, 43198;
90, 810, 18634;
77, 25888, 89526;
20, 23908, 72528;
10, 25119, 75561;
74, 766, 13254;
83, 18596, 69570;
40, 19582, 61950;
97, 10042, 48948;
78, 11999, 48169;
4, 21871, 65649;
93, 1769, 22609;
13, 26678, 80376;
7, 1730, 5292;
21, 17803, 54295;
15, 1717, 5605;
74, 6997, 31947;
1, 7458, 22380;
96, 15760, 65716;
42, 1206, 7150;
59, 12203, 43575;
25, 28349, 86301;
35, 23855, 74019;
37, 17173, 54261;
4, 17826, 53514;
3, 21573, 64741;
71, 8107, 34407;
10, 29134, 87606;
20, 14199, 43401;
63, 20192, 68518;
17, 3162, 10068;
76, 11552, 46212;
43, 29114, 91044;
8, 9384, 28284;
76, 14121, 53919;
70, 11599, 44601;
9, 7121, 21529;
1, 19755, 59271;
52, 4373, 18531;
89, 4181, 28389;
61, 4213, 20085;
2, 11756, 35280;
25, 2226, 7932;
73, 2349, 17709;
87, 9779, 44479;
57, 9953, 36361;
43, 1400, 7902;
68, 7751, 32505;
50, 18413, 60243;
78, 28403, 97381;
23, 29233, 88761;
65, 23079, 77691;
15, 23895, 72139;
22, 16513, 50511;
12, 14748, 44536;
91, 29637, 105477;
5, 891, 2727;
10, 21981, 66147;
67, 15054, 54144;
32, 26910, 82782;
91, 5429, 32853;
89, 13773, 57165;
18, 12219, 37309;
27, 10466, 32860;
33, 951, 5035;
72, 20491, 71845;
67, 8945, 35817;
74, 5876, 28584;
35, 2518, 10008;
69, 27078, 90760;
38, 16398, 52086;
84, 24814, 88558;
4, 28283, 84885;
80, 23071, 82017;
14, 29764, 89688;
19, 8858, 27300;
0, 14660, 43984;
14, 5805, 17811;
40, 24285, 76059;
60, 23161, 76687;
59, 24288, 79830;
74, 4089, 23223;
10, 4529, 13791;
75, 11840, 46774;
88, 24486, 88950;
78, 24066, 84370;
70, 8625, 35679;
47, 2598, 12216;
91, 15, 16611;
27, 15546, 48100;
96, 1887, 24097;
68, 20312, 70188;
87, 6951, 35995;
48, 22664, 72604;
24, 20307, 62077;
19, 29845, 90261;
24, 26416, 80404;
59, 27332, 88962;
78, 6841, 32695;
92, 7826, 40410;
26, 12799, 39753;
9, 9790, 29536;
32, 28622, 87918;
69, 10887, 42187;
96, 3981, 30379;
53, 29623, 94491;
63, 23142, 77368;
88, 18400, 70692;
18, 6055, 18817;
96, 2358, 25510;
66, 23656, 79684;
93, 27837, 100813;
96, 2367, 25537;
60, 4212, 19840;
9, 11856, 35734;
22, 6771, 21285;
37, 1960, 8622;
8, 16257, 48903;
28, 20396, 62760;
73, 29193, 98241;
85, 2350, 21504;
86, 26909, 95523;
42, 26528, 83116;
98, 6331, 38205;
31, 24460, 75306;
54, 2591, 13609;
14, 51, 549;
82, 27770, 96762;
3, 23140, 69442;
32, 9490, 30522;
57, 20671, 68515;
68, 2154, 15714;
69, 6907, 30247;
90, 6867, 36805;
78, 1381, 16315;
32, 6498, 21546;
52, 490, 6882;
43, 1476, 8130;
45, 15702, 51160;
19, 624, 2598;
56, 622, 8142;
9, 17996, 54154;
96, 7563, 41125;
89, 20819, 78303;
41, 1240, 7086;
88, 16549, 65139;
25, 6735, 21459;
76, 767, 13857;
74, 15150, 56406;
81, 7484, 35578;
86, 15823, 62265;
18, 6172, 19168;
95, 28040, 102174;
0, 1557, 4675;
67, 2209, 15609;
18, 1111, 3985;
63, 14500, 51442;
70, 12900, 48504;
88, 27690, 98562;
27, 11472, 35878;
6, 23443, 70405;
32, 28469, 87459;
33, 14149, 44629;
95, 22714, 86196;
0, 24634, 73906;
73, 8133, 35061;
4, 1395, 4221;
82, 6590, 33222;
9, 5074, 15388;
24, 12311, 38089;
86, 24406, 88014;
33, 9865, 31777;
15, 20328, 61438;
40, 5792, 20580;
50, 3206, 14622;
83, 17529, 66369;
59, 4189, 19533;
59, 12491, 44439;
13, 26604, 80154;
20, 3108, 10128;
95, 24807, 92475;
80, 28533, 98403;
32, 9817, 31503;
80, 2209, 19431;
17, 4238, 13296;
36, 21362, 66682;
25, 11312, 35190;
44, 26109, 82203;
7, 15536, 46710;
76, 14854, 56118;
90, 15847, 63745;
50, 4567, 18705;
58, 10494, 38214;
53, 1085, 8877;
49, 139, 5223;
48, 21444, 68944;
72, 26620, 90232;
35, 19797, 61845;
86, 19001, 71799;
10, 22492, 67680;
81, 21381, 77269;
51, 4958, 20080;
60, 17061, 58387;
36, 18539, 58213;
73, 21829, 76149;
94, 22433, 84975;
69, 21399, 73723;
96, 17009, 69463;
28, 2573, 9291;
59, 12582, 44712;
73, 26985, 91617;
22, 6690, 21042;
9, 29763, 89455;
69, 28267, 94327;
98, 907, 21933;
9, 28519, 85723;
24, 8319, 26113;
74, 4580, 24696;
47, 5375, 20547;
5, 4699, 14151;
4, 16879, 50673;
33, 7798, 25576;
89, 13533, 56445;
28, 14287, 44433;
94, 16611, 67509;
9, 13307, 40087;
1, 7887, 23667;
88, 2199, 22089;
20, 22658, 68778;
31, 1681, 6969;
17, 918, 3336;
56, 16379, 55413;
70, 3908, 21528;
33, 25867, 79783;
58, 10628, 38616;
50, 15446, 51342;
64, 2629, 16083;
25, 12687, 39315;
7, 23808, 71526;
30, 1914, 7546;
78, 28600, 97972;
58, 20982, 69678;
29, 12549, 39333;
66, 20794, 71098;
79, 15234, 58188;
0, 4703, 14113;
5, 4003, 12063;
37, 1007, 5763;
43, 2971, 12615;
47, 5852, 21978;
50, 6781, 25347;
48, 29411, 92845;
77, 24225, 84537;
56, 10227, 36957;
28, 23369, 71679;
23, 1481, 5505;
70, 24964, 84696;
23, 20254, 61824;
69, 17491, 61999;
89, 6915, 36591;
64, 6155, 26661;
74, 17227, 62637;
8, 250, 882;
12, 2347, 7333;
95, 21837, 83565;
24, 9565, 29851;
57, 5681, 23545;
46, 5771, 21549;
3, 1081, 3265;
3, 3242, 9748;
38, 21248, 66636;
39, 4052, 15202;
24, 16399, 50353;
7, 25467, 76503;
18, 4353, 13711;
57, 5547, 23143;
81, 15589, 59893;
41, 5007, 18387;
20, 17635, 53709;
14, 26423, 79665;
82, 35, 13557;
33, 664, 4174;
0, 24298, 72898;
37, 15317, 48693;
66, 26886, 89374;
5, 24253, 72813;
75, 1597, 16045;
82, 612, 15288;
26, 2337, 8367;
7, 15126, 45480;
82, 25430, 89742;
45, 12217, 40705;
72, 19671, 69385;
18, 1795, 6037;
19, 23718, 71880;
51, 2572, 12922;
88, 29666, 104490;
98, 5269, 35019;
80, 19182, 70350;
49, 11081, 38049;
91, 22992, 85542;
19, 4403, 13935;
85, 8151, 38907;
94, 6080, 35916;
27, 3713, 12601;
43, 198, 4296;
90, 7067, 37405;
74, 2997, 19947;
44, 16042, 52002;
41, 27197, 84957;
96, 23946, 90274;
38, 17905, 56607;
34, 27733, 85515;
66, 13659, 49693;
79, 17543, 65115;
53, 24943, 80451;
96, 559, 20113;
28, 2836, 10080;
74, 8072, 35172;
30, 2528, 9388;
14, 200, 996;
58, 10275, 37557;
51, 11801, 40609;
67, 40, 9102;
32, 23846, 73590;
41, 16055, 51531;
26, 28888, 88020;
63, 28382, 93088;
34, 1043, 5445;
78, 13042, 51298;
67, 18938, 65796;
61, 3792, 18822;
38, 13946, 44730;
74, 10088, 41220;
21, 28102, 85192;
48, 7037, 25723;
1, 14670, 44016;
84, 22950, 82966;
87, 8981, 42085;
89, 6041, 33969;
10, 18195, 54789;
35, 20136, 62862;
67, 21465, 73377;
92, 24972, 91848;
41, 2371, 10479;
62, 20322, 68658;
22, 28050, 85122;
59, 6131, 25359;
6, 24555, 73741;
53, 13624, 46494;
26, 4570, 15066;
80, 19998, 72798;
7, 9803, 29511;
15, 1670, 5464;
72, 5850, 27922;
79, 4240, 25206;
81, 28473, 98545;
66, 25369, 84823;
90, 22482, 83650;
59, 14722, 51132;
68, 13230, 48942;
5, 16563, 49743;
78, 21910, 77902;
72, 5472, 26788;
14, 4216, 13044;
90, 603, 18013;
1, 9996, 29994;
3, 22347, 67063;
44, 24246, 76614;
32, 7883, 25701;
29, 14767, 45987;
18, 23957, 72523;
45, 7264, 25846;
71, 14609, 53913;
19, 25102, 76032;
8, 17992, 54108;
29, 9404, 29898;
83, 12526, 51360;
45, 15437, 50365;
3, 21408, 64246;
52, 14570, 49122;
29, 9578, 30420;
10, 23715, 71349;
29, 8332, 26682;
60, 22617, 75055;
42, 1662, 8518;
25, 20443, 62583;
26, 9521, 29919;
70, 26959, 90681;
37, 408, 3966;
22, 27604, 83784;
92, 2919, 25689;
38, 12645, 40827;
33, 15899, 49879;
53, 28672, 91638;
89, 21306, 79764;
66, 7688, 31780;
5, 27100, 81354;
97, 185, 19377;
13, 18282, 55188;
67, 23802, 80388;
7, 5542, 16728;
82, 12711, 51585;
30, 16875, 52429;
56, 17615, 59121;
49, 25014, 79848;
19, 619, 2583;
70, 16486, 59262;
73, 3441, 20985;
79, 1296, 16374;
13, 21240, 64062;
13, 18614, 56184;
42, 22684, 71584;
15, 25577, 77185;
90, 18980, 73144;
52, 7532, 28008;
45, 2658, 12028;
15, 6219, 19111;
3, 19291, 57895;
67, 16972, 59898;
36, 29096, 89884;
79, 29300, 100386;
46, 18204, 58848;
39, 20685, 65101;
80, 16551, 62457;
4, 27495, 82521;
85, 23418, 84708;
65, 7325, 30429;
27, 21868, 67066;
6, 9881, 29719;
65, 17565, 61149;
81, 10267, 43927;
3, 21081, 63265;
11, 20085, 60501;
72, 7487, 32833;
76, 26843, 92085;
72, 1698, 15466;
22, 16601, 50775;
19, 28463, 86115;
75, 23589, 82021;
34, 9936, 32124;
81, 2967, 22027;
77, 5073, 27081;
5, 27510, 82584;
68, 21826, 74730;
91, 14581, 60309;
14, 25756, 77664;
45, 8445, 29389;
83, 1399, 17979;
95, 27693, 101133;
21, 15258, 46660;
10, 11296, 34092;
97, 28292, 103698;
67, 19950, 68832;
7, 17388, 52266;
25, 13813, 42693;
79, 28596, 98274;
73, 18649, 66609;
13, 6724, 20514;
6, 1481, 4519;
11, 27876, 83874;
66, 5636, 25624;
45, 15720, 51214;
96, 108, 18760;
94, 7443, 40005;
62, 6522, 27258;
66, 20150, 69166;
24, 13987, 43117;
71, 26648, 90030;
89, 3770, 27156;
56, 8858, 32850;
42, 26053, 81691;
86, 7963, 38685;
37, 1332, 6738;
69, 8474, 34948;
44, 28703, 89985;
67, 1306, 12900;
22, 11471, 35385;
15, 283, 1303;
89, 18304, 70758;
45, 10086, 34312;
92, 29285, 104787;
39, 4825, 17521;
15, 26349, 79501;
91, 1572, 21282;
25, 27717, 84405;
31, 1875, 7551;
21, 10014, 30928;
65, 3277, 18285;
48, 5808, 22036;
97, 28316, 103770;
2, 25342, 76038;
16, 23214, 70158;
71, 24668, 84090;
26, 19083, 58605;
25, 27695, 84339;
6, 23400, 70276;
63, 1781, 13285;
52, 22604, 73224;
91, 20357, 77637;
15, 12145, 36889;
98, 17303, 71121;
13, 22253, 67101;
99, 27014, 100648;
55, 25745, 83289;
43, 18261, 58485;
5, 23826, 71532;
73, 19185, 68217;
66, 2358, 15790;
19, 1973, 6645;
4, 2417, 7287;
43, 27955, 87567;
19, 20193, 61305;
68, 23346, 79290;
69, 855, 12091;
27, 14067, 43663;
69, 7879, 33163;
61, 26041, 85569;
96, 19233, 76135;
20, 20615, 62649;
61, 9777, 36777;
18, 21804, 66064;
46, 23236, 73944;
56, 18557, 61947;
25, 21772, 66570;
59, 28130, 91356;
15, 5701, 17557;
55, 2068, 12258;
86, 27545, 97431;
66, 26404, 87928;
35, 3137, 11865;
11, 6080, 18486;
80, 25326, 88782;
86, 6066, 32994;
26, 1639, 6273;
67, 13225, 48657;
85, 9587, 43215;
52, 29244, 93144;
54, 27129, 87223;
92, 12332, 53928;
69, 5990, 27496;
78, 20969, 75079;
13, 26703, 80451;
51, 11864, 40798;
45, 28504, 89566;
99, 5844, 37138;
76, 2596, 19344;
37, 8307, 27663;
3, 24237, 72733;
4, 4746, 14274;
61, 18950, 64296;
96, 7795, 41821;
64, 2592, 15972;
22, 17549, 53619;
14, 8442, 25722;
61, 2693, 15525;
70, 21053, 72963;
17, 26324, 79554;
32, 2774, 10374;
25, 1417, 5505;
63, 27621, 90805;
39, 19017, 60097;
1, 1958, 5880;
38, 13204, 42504;
28, 18637, 57483;
67, 841, 11505;
79, 27464, 94878;
40, 20589, 64971;
98, 20480, 80652;
91, 26152, 95022;
63, 10768, 40246;
82, 5136, 28860;
69, 26200, 88126;
11, 21419, 64503;
90, 7460, 38584;
77, 26414, 91104;
75, 18185, 65809;
79, 21899, 78183;
35, 14608, 46278;
89, 26539, 95463;
10, 11287, 34065;
25, 2808, 9678;
71, 21363, 74175;
39, 15647, 49987;
91, 18138, 70980;
16, 25876, 78144;
79, 17281, 64329;
51, 15702, 52312;
68, 2177, 15783;
18, 13172, 40168;
86, 21119, 78153;
52, 24784, 79764;
83, 14988, 58746;
71, 163, 10575;
20, 1818, 6258;
3, 1857, 5593;
37, 26448, 82086;
43, 16031, 51795;
77, 2720, 20022;
4, 3090, 9306;
8, 4727, 14313;
76, 17241, 63279;
32, 16277, 50883;
38, 10974, 35814;
4, 16766, 50334;
82, 5433, 29751;
68, 29232, 96948;
98, 13302, 59118;
18, 21558, 65326;
86, 1944, 20628;
78, 8908, 38896;
7, 4317, 13053;
60, 11587, 41965;
52, 10052, 35568;
84, 423, 15385;
56, 6349, 25323;
11, 10912, 32982;
8, 464, 1524;
32, 1174, 5574;
16, 13616, 41364;
14, 28184, 84948;
81, 1745, 18361;
64, 22399, 75393;
74, 22056, 77124;
44, 158, 4350;
61, 6770, 27756;
48, 7389, 26779;
95, 14088, 60318;
1, 1207, 3627;
98, 16881, 69855;
34, 2320, 9276;
91, 29400, 104766;
2, 23323, 69981;
40, 27152, 84660;
77, 3274, 21684;
40, 26837, 83715;
32, 16151, 50505;
72, 24277, 83203;
90, 29107, 103525;
76, 28911, 98289;
25, 21790, 66624;
47, 23866, 76020;
49, 28358, 89880;
3, 24649, 73969;
8, 18547, 55773;
57, 2685, 14557;
78, 12002, 48178;
8, 23996, 72120;
75, 17328, 63238;
55, 1377, 10185;
14, 26235, 79101;
31, 1620, 6786;
92, 14659, 60909;
77, 10428, 43146;
6, 17430, 52366;
78, 25041, 87295;
57, 1724, 11674;
61, 26615, 87291;
87, 12496, 52630;
45, 10024, 34126;
99, 10048, 49750;
30, 17793, 55183;
20, 24791, 75177;
15, 20736, 62662;
60, 22569, 74911;
30, 1372, 5920;
67, 13295, 48867;
20, 565, 2499;
61, 13668, 48450;
40, 14526, 46782;
24, 26094, 79438;
57, 14936, 51310;
36, 18433, 57895;
6, 18097, 54367;
45, 3904, 15766;
2, 23085, 69267;
87, 9190, 42712;
37, 27763, 86031;
81, 53, 13285;
97, 764, 21114;
84, 24653, 88075;
96, 12295, 55321;
48, 11118, 37966;
81, 1281, 16969;
34, 24641, 76239;
29, 25059, 76863;
68, 644, 11184;
0, 16396, 49192;
55, 27429, 88341;
43, 1088, 6966;
91, 19041, 73689;
5, 1713, 5193;
56, 5421, 22539;
57, 16782, 56848;
23, 25045, 76197;
10, 13001, 39207;
38, 691, 4965;
10, 21773, 65523;
49, 5954, 22668;
58, 27455, 89097;
45, 15011, 49087;
34, 27444, 84648;
82, 22816, 81900;
1, 27764, 83298;
40, 27423, 85473;
56, 29757, 95547;
9, 13946, 42004;
15, 17099, 51751;
18, 9693, 29731;
94, 1495, 22161;
99, 12143, 56035;
85, 5214, 30096;
52, 3764, 16704;
19, 6051, 18879;
78, 21938, 77986;
40, 17783, 56553;
89, 6482, 35292;
6, 4024, 12148;
22, 15626, 47850;
28, 27928, 85356;
48, 8633, 30511;
56, 7967, 30177;
31, 15314, 47868;
43, 6516, 23250;
86, 21693, 79875;
46, 28248, 88980;
41, 1610, 8196;
59, 25715, 84111;
49, 26760, 85086;
96, 6611, 38269;
91, 22789, 84933;
19, 22578, 68460;
94, 9494, 46158;
83, 2375, 20907;
97, 5513, 35361;
54, 9088, 33100;
40, 15545, 49839;
76, 22047, 77697;
5, 22194, 66636;
67, 7778, 32316;
70, 29846, 99342;
27, 9240, 29182;
30, 528, 3388;
11, 7824, 23718;
17, 7462, 22968;
32, 29092, 89328;
60, 10116, 37552;
30, 7158, 23278;
88, 23223, 85161;
30, 23162, 71290;
25, 24038, 73368;
63, 9525, 36517;
2, 15848, 47556;
39, 26948, 83890;
27, 5986, 19420;
43, 9247, 31443;
16, 11312, 34452;
13, 17439, 52659;
28, 26631, 81465;
26, 29246, 89094;
48, 6232, 23308;
84, 10527, 45697;
41, 23415, 73611;
82, 15694, 60534;
31, 2812, 10362;
34, 15048, 47460;
48, 9578, 33346;
78, 15294, 58054;
92, 1502, 21438;
26, 7318, 23310;
78, 8746, 38410;
68, 12595, 47037;
30, 291, 2677;
5, 24438, 73368;
81, 10008, 43150;
99, 17156, 71074;
62, 6628, 27576;
60, 15946, 55042;
70, 8998, 36798;
22, 7359, 23049;
47, 23214, 74064;
39, 10857, 35617;
16, 3930, 12306;
28, 25763, 78861;
28, 7667, 24573;
8, 10269, 30939;
84, 12114, 50458;
42, 36, 3640;
90, 8647, 42145;
26, 1524, 5928;
83, 8635, 39687;
95, 10347, 49095;
79, 13715, 53631;
59, 9007, 33987;
0, 16600, 49804;
43, 20179, 64239;
28, 17045, 52707;
15, 10342, 31480;
67, 21249, 72729;
16, 20845, 63051;
0, 9310, 27934;
82, 14306, 56370;
22, 2849, 9519;
76, 2636, 19464;
66, 20819, 71173;
89, 4145, 28281;
80, 22839, 81321;
90, 28154, 100666;
19, 21293, 64605;
6, 15830, 47566;
65, 2774, 16776;
73, 7185, 32217;
30, 3961, 13687;
20, 10182, 31350;
83, 15270, 59592;
23, 26531, 80655;
91, 24601, 90369;
99, 27628, 102490;
21, 5600, 17686;
23, 20930, 63852;
36, 1681, 7639;
34, 2982, 11262;
94, 25302, 93582;
99, 4921, 34369;
35, 11898, 38148;
16, 26693, 80595;
82, 27497, 95943;
51, 257, 5977;
9, 25122, 75532;
38, 3985, 14847;
34, 10384, 33468;
32, 16589, 51819;
52, 442, 6738;
73, 22595, 78447;
19, 17368, 52830;
70, 19839, 69321;
67, 27607, 91803;
56, 20106, 66594;
3, 26590, 79792;
43, 19376, 61830;
41, 22338, 70380;
94, 28806, 104094;
20, 24791, 75177;
53, 11820, 41082;
54, 12120, 42196;
78, 15056, 57340;
67, 3336, 18990;
36, 10867, 35197;
69, 25242, 85252;
33, 1264, 5974;
10, 7502, 22710;
86, 2058, 20970;
31, 16478, 51360;
40, 11749, 38451;
30, 9624, 30676;
85, 2488, 21918;
90, 12620, 54064;
71, 6305, 29001;
57, 2104, 12814;
69, 2073, 15745;
83, 16354, 62844;
36, 858, 5170;
82, 28758, 99726;
3, 9758, 29296;
89, 28913, 102585;
73, 28154, 95124;
96, 16013, 66475;
74, 8059, 35133;
32, 27677, 85083;
61, 29375, 95571;
79, 27980, 96426;
30, 18536, 57412;
95, 29793, 107433;
32, 5788, 19416;
27, 26470, 80872;
20, 10064, 30996;
50, 12425, 42279;
67, 3015, 18027;
91, 28098, 100860;
72, 26965, 91267;
60, 17334, 59206;
77, 873, 14481;
3, 22492, 67498;
83, 9931, 43575;
38, 13790, 44262;
24, 23073, 70375;
6, 9282, 27922;
53, 648, 7566;
38, 11337, 36903;
89, 5249, 31593;
73, 22807, 79083;
77, 22618, 79716;
73, 29205, 98277;
83, 11151, 47235;
90, 13460, 56584;
92, 23969, 88839;
30, 20659, 63781;
48, 10566, 36310;
66, 11650, 43666;
33, 14768, 46486;
17, 14439, 43899;
17, 5394, 16764;
83, 17345, 65817;
75, 4193, 23833;
65, 14540, 52074;
9, 12376, 37294;
27, 8389, 26629;
45, 7102, 25360;
34, 18766, 58614;
57, 747, 8743;
91, 2067, 22767;
50, 8329, 29991;
43, 25006, 78720;
83, 14232, 56478;
4, 6088, 18300;
83, 12980, 52722;
1, 25217, 75657;
55, 18587, 61815;
26, 22802, 69762;
88, 18922, 72258;
54, 19889, 65503;
85, 1783, 19803;
96, 8374, 43558;
39, 9732, 32242;
83, 20219, 74439;
13, 12514, 37884;
22, 16264, 49764;
75, 917, 14005;
47, 5232, 20118;
38, 1335, 6897;
55, 758, 8328;
38, 8287, 27753;
22, 452, 2328;
10, 3523, 10773;
7, 1406, 4320;
55, 4059, 18231;
51, 29378, 93340;
32, 2248, 8796;
10, 20274, 61026;
49, 24501, 78309;
